Time,main.led_anode,main.light_bus,main.pt_collector
4.813485e-02,1.814098e+00,4.426552e-01,2.565402e+00
4.818485e-02,1.827129e+00,5.761618e-01,1.831113e+00
4.823485e-02,1.834294e+00,6.694984e-01,1.317756e+00
4.828485e-02,1.837483e+00,7.129424e-01,1.078809e+00
4.833485e-02,1.836737e+00,7.021612e-01,1.138100e+00
4.838485e-02,1.832041e+00,6.382304e-01,1.489716e+00
4.843485e-02,1.822761e+00,5.276547e-01,2.097880e+00
4.848485e-02,1.806820e+00,3.819341e-01,2.899343e+00
4.853485e-02,1.779135e+00,2.168356e-01,3.807387e+00
4.858485e-02,1.711405e+00,5.553607e-02,4.694541e+00
4.863485e-02,1.229352e+00,3.211274e-06,5.000011e+00
4.868485e-02,6.262360e-01,1.601223e-11,5.000009e+00
4.873485e-02,2.065229e-01,3.218725e-15,4.999993e+00
4.878485e-02,1.131142e-02,4.235165e-17,4.999998e+00
4.883485e-02,5.971007e-02,1.270549e-16,5.000000e+00
4.888485e-02,3.469813e-01,5.611593e-14,5.000000e+00
4.893485e-02,8.450050e-01,1.341947e-09,5.000000e+00
4.898485e-02,1.501525e+00,7.933286e-04,4.995637e+00
4.903485e-02,1.747927e+00,1.164084e-01,4.359800e+00
4.908485e-02,1.792133e+00,2.830300e-01,3.443357e+00
4.913485e-02,1.814098e+00,4.426552e-01,2.565402e+00
4.918485e-02,1.827129e+00,5.761618e-01,1.831113e+00
4.923485e-02,1.834294e+00,6.694984e-01,1.317756e+00
4.928485e-02,1.837483e+00,7.129424e-01,1.078809e+00
4.933485e-02,1.836737e+00,7.021612e-01,1.138100e+00
4.938485e-02,1.832041e+00,6.382304e-01,1.489716e+00
4.943485e-02,1.822761e+00,5.276547e-01,2.097880e+00
4.948485e-02,1.806820e+00,3.819342e-01,2.899343e+00
4.953485e-02,1.779135e+00,2.168356e-01,3.807387e+00
4.958485e-02,1.711405e+00,5.553607e-02,4.694541e+00
4.963485e-02,1.229352e+00,3.211275e-06,5.000011e+00
4.968485e-02,6.262360e-01,1.601220e-11,5.000009e+00
4.973485e-02,2.065230e-01,3.239901e-15,4.999993e+00
4.978485e-02,1.131142e-02,0.000000e+00,4.999998e+00
4.983485e-02,5.971007e-02,1.058791e-16,5.000000e+00
4.988485e-02,3.469813e-01,5.611593e-14,5.000000e+00
4.993485e-02,8.450050e-01,1.341947e-09,5.000000e+00
4.998485e-02,1.501525e+00,7.933283e-04,4.995637e+00
5.003485e-02,1.747927e+00,1.164084e-01,4.359800e+00
