Time,main.q1_base,main.q1_collector,main.v_in
1.940850e-02,-1.620857e+00,-1.112669e+01,-1.018092e+00
1.941850e-02,-1.621953e+00,-1.102171e+01,-1.019124e+00
1.942850e-02,-1.623088e+00,-1.091334e+01,-1.020200e+00
1.943850e-02,-1.624256e+00,-1.080198e+01,-1.021314e+00
1.944850e-02,-1.625453e+00,-1.068808e+01,-1.022462e+00
1.945850e-02,-1.626675e+00,-1.057207e+01,-1.023640e+00
1.946850e-02,-1.627916e+00,-1.045442e+01,-1.024843e+00
1.947850e-02,-1.629173e+00,-1.033558e+01,-1.026067e+00
1.948850e-02,-1.630439e+00,-1.021604e+01,-1.027306e+00
1.949850e-02,-1.631711e+00,-1.009628e+01,-1.028556e+00
1.950850e-02,-1.632983e+00,-9.976795e+00,-1.029811e+00
1.951850e-02,-1.634250e+00,-9.858070e+00,-1.031067e+00
1.952850e-02,-1.635507e+00,-9.740598e+00,-1.032319e+00
1.953850e-02,-1.636750e+00,-9.624871e+00,-1.033562e+00
1.954850e-02,-1.637974e+00,-9.511374e+00,-1.034791e+00
1.955850e-02,-1.639173e+00,-9.400585e+00,-1.036000e+00
1.956850e-02,-1.640344e+00,-9.292972e+00,-1.037187e+00
1.957850e-02,-1.641481e+00,-9.188997e+00,-1.038344e+00
1.958850e-02,-1.642581e+00,-9.089102e+00,-1.039469e+00
1.959850e-02,-1.643638e+00,-8.993715e+00,-1.040557e+00
1.960850e-02,-1.644649e+00,-8.903248e+00,-1.041602e+00
1.961850e-02,-1.645611e+00,-8.818091e+00,-1.042602e+00
1.962850e-02,-1.646518e+00,-8.738613e+00,-1.043553e+00
1.963850e-02,-1.647369e+00,-8.665157e+00,-1.044449e+00
1.964850e-02,-1.648159e+00,-8.598045e+00,-1.045289e+00
1.965850e-02,-1.648885e+00,-8.537567e+00,-1.046069e+00
1.966850e-02,-1.649545e+00,-8.483988e+00,-1.046785e+00
1.967850e-02,-1.650137e+00,-8.437543e+00,-1.047434e+00
1.968850e-02,-1.650657e+00,-8.398435e+00,-1.048015e+00
1.969850e-02,-1.651104e+00,-8.366837e+00,-1.048525e+00
1.970850e-02,-1.651477e+00,-8.342886e+00,-1.048962e+00
1.971850e-02,-1.651773e+00,-8.326690e+00,-1.049324e+00
1.972850e-02,-1.651992e+00,-8.318321e+00,-1.049609e+00
1.973850e-02,-1.652134e+00,-8.317818e+00,-1.049818e+00
1.974850e-02,-1.652197e+00,-8.325185e+00,-1.049948e+00
1.975850e-02,-1.652181e+00,-8.340393e+00,-1.049999e+00
1.976850e-02,-1.652087e+00,-8.363378e+00,-1.049972e+00
1.977850e-02,-1.651915e+00,-8.394042e+00,-1.049865e+00
1.978850e-02,-1.651666e+00,-8.432256e+00,-1.049680e+00
1.979850e-02,-1.651340e+00,-8.477857e+00,-1.049418e+00
1.980850e-02,-1.650940e+00,-8.530650e+00,-1.049079e+00
1.981850e-02,-1.650467e+00,-8.590411e+00,-1.048664e+00
1.982850e-02,-1.649923e+00,-8.656885e+00,-1.048176e+00
1.983850e-02,-1.649309e+00,-8.729789e+00,-1.047616e+00
1.984850e-02,-1.648630e+00,-8.808814e+00,-1.046987e+00
1.985850e-02,-1.647886e+00,-8.893624e+00,-1.046291e+00
1.986850e-02,-1.647082e+00,-8.983861e+00,-1.045530e+00
1.987850e-02,-1.646221e+00,-9.079143e+00,-1.044708e+00
1.988850e-02,-1.645306e+00,-9.179070e+00,-1.043828e+00
1.989850e-02,-1.644340e+00,-9.283222e+00,-1.042893e+00
1.990850e-02,-1.643328e+00,-9.391165e+00,-1.041908e+00
1.991850e-02,-1.642274e+00,-9.502450e+00,-1.040876e+00
1.992850e-02,-1.641182e+00,-9.616613e+00,-1.039800e+00
1.993850e-02,-1.640056e+00,-9.733188e+00,-1.038686e+00
1.994850e-02,-1.638900e+00,-9.851695e+00,-1.037538e+00
1.995850e-02,-1.637721e+00,-9.971652e+00,-1.036360e+00
1.996850e-02,-1.636521e+00,-1.009257e+01,-1.035157e+00
1.997850e-02,-1.635306e+00,-1.021397e+01,-1.033933e+00
1.998850e-02,-1.634082e+00,-1.033536e+01,-1.032694e+00
1.999850e-02,-1.632851e+00,-1.045627e+01,-1.031444e+00
2.000850e-02,-1.631621e+00,-1.057622e+01,-1.030189e+00
2.001850e-02,-1.630395e+00,-1.069473e+01,-1.028933e+00
2.002850e-02,-1.629178e+00,-1.081137e+01,-1.027681e+00
2.003850e-02,-1.627976e+00,-1.092567e+01,-1.026438e+00
2.004850e-02,-1.626793e+00,-1.103722e+01,-1.025209e+00
2.005850e-02,-1.625634e+00,-1.114560e+01,-1.024000e+00
2.006850e-02,-1.624503e+00,-1.125040e+01,-1.022813e+00
2.007850e-02,-1.623405e+00,-1.135124e+01,-1.021656e+00
2.008850e-02,-1.622345e+00,-1.144777e+01,-1.020531e+00
2.009850e-02,-1.621326e+00,-1.153963e+01,-1.019443e+00
2.010850e-02,-1.620353e+00,-1.162651e+01,-1.018398e+00
2.011850e-02,-1.619430e+00,-1.170811e+01,-1.017398e+00
2.012850e-02,-1.618560e+00,-1.178414e+01,-1.016447e+00
2.013850e-02,-1.617748e+00,-1.185436e+01,-1.015551e+00
2.014850e-02,-1.616995e+00,-1.191851e+01,-1.014711e+00
2.015850e-02,-1.616306e+00,-1.197640e+01,-1.013931e+00
2.016850e-02,-1.615682e+00,-1.202783e+01,-1.013215e+00
2.017850e-02,-1.615128e+00,-1.207264e+01,-1.012566e+00
2.018850e-02,-1.614644e+00,-1.211069e+01,-1.011985e+00
2.019850e-02,-1.614233e+00,-1.214184e+01,-1.011475e+00
2.020850e-02,-1.613896e+00,-1.216601e+01,-1.011038e+00
2.021850e-02,-1.613636e+00,-1.218312e+01,-1.010676e+00
2.022850e-02,-1.613452e+00,-1.219312e+01,-1.010391e+00
2.023850e-02,-1.613346e+00,-1.219598e+01,-1.010182e+00
2.024850e-02,-1.613319e+00,-1.219168e+01,-1.010052e+00
2.025850e-02,-1.613370e+00,-1.218025e+01,-1.010001e+00
2.026850e-02,-1.613500e+00,-1.216171e+01,-1.010028e+00
2.027850e-02,-1.613707e+00,-1.213614e+01,-1.010135e+00
2.028850e-02,-1.613992e+00,-1.210362e+01,-1.010320e+00
2.029850e-02,-1.614353e+00,-1.206424e+01,-1.010582e+00
2.030850e-02,-1.614789e+00,-1.201815e+01,-1.010921e+00
2.031850e-02,-1.615298e+00,-1.196548e+01,-1.011336e+00
2.032850e-02,-1.615879e+00,-1.190642e+01,-1.011824e+00
2.033850e-02,-1.616528e+00,-1.184117e+01,-1.012384e+00
2.034850e-02,-1.617244e+00,-1.176995e+01,-1.013013e+00
2.035850e-02,-1.618024e+00,-1.169300e+01,-1.013709e+00
2.036850e-02,-1.618864e+00,-1.161059e+01,-1.014470e+00
2.037850e-02,-1.619762e+00,-1.152302e+01,-1.015292e+00
2.038850e-02,-1.620714e+00,-1.143059e+01,-1.016172e+00
2.039850e-02,-1.621717e+00,-1.133364e+01,-1.017107e+00
2.040850e-02,-1.622766e+00,-1.123253e+01,-1.018092e+00
2.041850e-02,-1.623857e+00,-1.112764e+01,-1.019124e+00
2.042850e-02,-1.624987e+00,-1.101934e+01,-1.020200e+00
2.043850e-02,-1.626150e+00,-1.090807e+01,-1.021314e+00
2.044850e-02,-1.627342e+00,-1.079424e+01,-1.022462e+00
2.045850e-02,-1.628559e+00,-1.067830e+01,-1.023640e+00
2.046850e-02,-1.629796e+00,-1.056071e+01,-1.024843e+00
2.047850e-02,-1.631047e+00,-1.044193e+01,-1.026067e+00
2.048850e-02,-1.632309e+00,-1.032244e+01,-1.027306e+00
2.049850e-02,-1.633576e+00,-1.020272e+01,-1.028556e+00
2.050850e-02,-1.634843e+00,-1.008326e+01,-1.029811e+00
2.051850e-02,-1.636106e+00,-9.964550e+00,-1.031067e+00
2.052850e-02,-1.637359e+00,-9.847082e+00,-1.032319e+00
2.053850e-02,-1.638597e+00,-9.731345e+00,-1.033562e+00
2.054850e-02,-1.639816e+00,-9.617824e+00,-1.034791e+00
2.055850e-02,-1.641011e+00,-9.506996e+00,-1.036000e+00
2.056850e-02,-1.642177e+00,-9.399332e+00,-1.037187e+00
2.057850e-02,-1.643309e+00,-9.295290e+00,-1.038344e+00
2.058850e-02,-1.644404e+00,-9.195313e+00,-1.039469e+00
2.059850e-02,-1.645457e+00,-9.099830e+00,-1.040557e+00
2.060850e-02,-1.646464e+00,-9.009251e+00,-1.041602e+00
2.061850e-02,-1.647421e+00,-8.923967e+00,-1.042602e+00
2.062850e-02,-1.648324e+00,-8.844346e+00,-1.043553e+00
2.063850e-02,-1.649170e+00,-8.770733e+00,-1.044449e+00
2.064850e-02,-1.649956e+00,-8.703449e+00,-1.045289e+00
2.065850e-02,-1.650678e+00,-8.642784e+00,-1.046069e+00
2.066850e-02,-1.651333e+00,-8.589005e+00,-1.046785e+00
2.067850e-02,-1.651920e+00,-8.542344e+00,-1.047434e+00
2.068850e-02,-1.652436e+00,-8.503007e+00,-1.048015e+00
2.069850e-02,-1.652879e+00,-8.471165e+00,-1.048525e+00
2.070850e-02,-1.653247e+00,-8.446958e+00,-1.048962e+00
2.071850e-02,-1.653539e+00,-8.430492e+00,-1.049324e+00
2.072850e-02,-1.653754e+00,-8.421841e+00,-1.049609e+00
2.073850e-02,-1.653891e+00,-8.421042e+00,-1.049818e+00
2.074850e-02,-1.653950e+00,-8.428101e+00,-1.049948e+00
2.075850e-02,-1.653930e+00,-8.442989e+00,-1.049999e+00
2.076850e-02,-1.653832e+00,-8.465641e+00,-1.049972e+00
2.077850e-02,-1.653655e+00,-8.495961e+00,-1.049865e+00
2.078850e-02,-1.653402e+00,-8.533820e+00,-1.049680e+00
2.079850e-02,-1.653072e+00,-8.579055e+00,-1.049418e+00
2.080850e-02,-1.652668e+00,-8.631471e+00,-1.049079e+00
2.081850e-02,-1.652190e+00,-8.690844e+00,-1.048664e+00
2.082850e-02,-1.651642e+00,-8.756919e+00,-1.048176e+00
2.083850e-02,-1.651024e+00,-8.829415e+00,-1.047616e+00
2.084850e-02,-1.650340e+00,-8.908022e+00,-1.046987e+00
2.085850e-02,-1.649593e+00,-8.992404e+00,-1.046291e+00
2.086850e-02,-1.648785e+00,-9.082204e+00,-1.045530e+00
2.087850e-02,-1.647919e+00,-9.177041e+00,-1.044708e+00
2.088850e-02,-1.647000e+00,-9.276515e+00,-1.043828e+00
2.089850e-02,-1.646030e+00,-9.380206e+00,-1.042893e+00
2.090850e-02,-1.645014e+00,-9.487680e+00,-1.041908e+00
2.091850e-02,-1.643955e+00,-9.598489e+00,-1.040876e+00
2.092850e-02,-1.642859e+00,-9.712172e+00,-1.039800e+00
2.093850e-02,-1.641728e+00,-9.828259e+00,-1.038686e+00
2.094850e-02,-1.640569e+00,-9.946273e+00,-1.037538e+00
2.095850e-02,-1.639385e+00,-1.006573e+01,-1.036360e+00
2.096850e-02,-1.638181e+00,-1.018615e+01,-1.035157e+00
2.097850e-02,-1.636962e+00,-1.030705e+01,-1.033933e+00
2.098850e-02,-1.635733e+00,-1.042794e+01,-1.032694e+00
2.099850e-02,-1.634499e+00,-1.054834e+01,-1.031444e+00
2.100850e-02,-1.633264e+00,-1.066778e+01,-1.030189e+00
2.101850e-02,-1.632034e+00,-1.078580e+01,-1.028933e+00
2.102850e-02,-1.630813e+00,-1.090193e+01,-1.027681e+00
2.103850e-02,-1.629606e+00,-1.101574e+01,-1.026438e+00
2.104850e-02,-1.628419e+00,-1.112680e+01,-1.025209e+00
2.105850e-02,-1.627255e+00,-1.123469e+01,-1.024000e+00
2.106850e-02,-1.626120e+00,-1.133901e+01,-1.022813e+00
2.107850e-02,-1.625019e+00,-1.143939e+01,-1.021656e+00
2.108850e-02,-1.623954e+00,-1.153545e+01,-1.020531e+00
2.109850e-02,-1.622931e+00,-1.162687e+01,-1.019443e+00
2.110850e-02,-1.621954e+00,-1.171332e+01,-1.018398e+00
2.111850e-02,-1.621027e+00,-1.179450e+01,-1.017398e+00
2.112850e-02,-1.620153e+00,-1.187013e+01,-1.016447e+00
2.113850e-02,-1.619336e+00,-1.193995e+01,-1.015551e+00
2.114850e-02,-1.618579e+00,-1.200374e+01,-1.014711e+00
2.115850e-02,-1.617885e+00,-1.206128e+01,-1.013931e+00
2.116850e-02,-1.617258e+00,-1.211238e+01,-1.013215e+00
2.117850e-02,-1.616699e+00,-1.215688e+01,-1.012566e+00
2.118850e-02,-1.616211e+00,-1.219464e+01,-1.011985e+00
2.119850e-02,-1.615796e+00,-1.222553e+01,-1.011475e+00
2.120850e-02,-1.615455e+00,-1.224945e+01,-1.011038e+00
2.121850e-02,-1.615190e+00,-1.226634e+01,-1.010676e+00
2.122850e-02,-1.615003e+00,-1.227614e+01,-1.010391e+00
2.123850e-02,-1.614893e+00,-1.227882e+01,-1.010182e+00
2.124850e-02,-1.614862e+00,-1.227437e+01,-1.010052e+00
2.125850e-02,-1.614909e+00,-1.226280e+01,-1.010001e+00
2.126850e-02,-1.615034e+00,-1.224416e+01,-1.010028e+00
2.127850e-02,-1.615238e+00,-1.221850e+01,-1.010135e+00
2.128850e-02,-1.615519e+00,-1.218590e+01,-1.010320e+00
2.129850e-02,-1.615876e+00,-1.214647e+01,-1.010582e+00
2.130850e-02,-1.616308e+00,-1.210034e+01,-1.010921e+00
2.131850e-02,-1.616813e+00,-1.204766e+01,-1.011336e+00
2.132850e-02,-1.617389e+00,-1.198860e+01,-1.011824e+00
2.133850e-02,-1.618035e+00,-1.192336e+01,-1.012384e+00
2.134850e-02,-1.618747e+00,-1.185216e+01,-1.013013e+00
2.135850e-02,-1.619522e+00,-1.177524e+01,-1.013709e+00
2.136850e-02,-1.620359e+00,-1.169288e+01,-1.014470e+00
2.137850e-02,-1.621253e+00,-1.160536e+01,-1.015292e+00
2.138850e-02,-1.622201e+00,-1.151298e+01,-1.016172e+00
2.139850e-02,-1.623200e+00,-1.141610e+01,-1.017107e+00
2.140850e-02,-1.624245e+00,-1.131505e+01,-1.018092e+00
2.141850e-02,-1.625332e+00,-1.121022e+01,-1.019124e+00
2.142850e-02,-1.626458e+00,-1.110199e+01,-1.020200e+00
2.143850e-02,-1.627617e+00,-1.099078e+01,-1.021314e+00
2.144850e-02,-1.628806e+00,-1.087702e+01,-1.022462e+00
2.145850e-02,-1.630019e+00,-1.076114e+01,-1.023640e+00
2.146850e-02,-1.631252e+00,-1.064360e+01,-1.024843e+00
2.147850e-02,-1.632500e+00,-1.052487e+01,-1.026067e+00
2.148850e-02,-1.633758e+00,-1.040542e+01,-1.027306e+00
2.149850e-02,-1.635022e+00,-1.028573e+01,-1.028556e+00
2.150850e-02,-1.636285e+00,-1.016629e+01,-1.029811e+00
2.151850e-02,-1.637544e+00,-1.004760e+01,-1.031067e+00
2.152850e-02,-1.638793e+00,-9.930137e+00,-1.032319e+00
2.153850e-02,-1.640028e+00,-9.814395e+00,-1.033562e+00
2.154850e-02,-1.641243e+00,-9.700857e+00,-1.034791e+00
2.155850e-02,-1.642434e+00,-9.590003e+00,-1.036000e+00
2.156850e-02,-1.643597e+00,-9.482300e+00,-1.037187e+00
2.157850e-02,-1.644726e+00,-9.378208e+00,-1.038344e+00
2.158850e-02,-1.645817e+00,-9.278168e+00,-1.039469e+00
2.159850e-02,-1.646867e+00,-9.182611e+00,-1.040557e+00
2.160850e-02,-1.647870e+00,-9.091946e+00,-1.041602e+00
2.161850e-02,-1.648824e+00,-9.006564e+00,-1.042602e+00
2.162850e-02,-1.649724e+00,-8.926833e+00,-1.043553e+00
2.163850e-02,-1.650566e+00,-8.853098e+00,-1.044449e+00
2.164850e-02,-1.651348e+00,-8.785680e+00,-1.045289e+00
2.165850e-02,-1.652067e+00,-8.724871e+00,-1.046069e+00
2.166850e-02,-1.652719e+00,-8.670934e+00,-1.046785e+00
2.167850e-02,-1.653303e+00,-8.624106e+00,-1.047434e+00
2.168850e-02,-1.653815e+00,-8.584589e+00,-1.048015e+00
2.169850e-02,-1.654255e+00,-8.552557e+00,-1.048525e+00
2.170850e-02,-1.654620e+00,-8.528149e+00,-1.048962e+00
2.171850e-02,-1.654908e+00,-8.511472e+00,-1.049324e+00
2.172850e-02,-1.655120e+00,-8.502599e+00,-1.049609e+00
2.173850e-02,-1.655254e+00,-8.501569e+00,-1.049818e+00
2.174850e-02,-1.655309e+00,-8.508386e+00,-1.049948e+00
2.175850e-02,-1.655286e+00,-8.523022e+00,-1.049999e+00
2.176850e-02,-1.655184e+00,-8.545414e+00,-1.049972e+00
2.177850e-02,-1.655004e+00,-8.575464e+00,-1.049865e+00
2.178850e-02,-1.654747e+00,-8.613044e+00,-1.049680e+00
2.179850e-02,-1.654415e+00,-8.657990e+00,-1.049418e+00
2.180850e-02,-1.654007e+00,-8.710110e+00,-1.049079e+00
2.181850e-02,-1.653526e+00,-8.769178e+00,-1.048664e+00
2.182850e-02,-1.652974e+00,-8.834940e+00,-1.048176e+00
2.183850e-02,-1.652354e+00,-8.907115e+00,-1.047616e+00
2.184850e-02,-1.651666e+00,-8.985393e+00,-1.046987e+00
2.185850e-02,-1.650915e+00,-9.069439e+00,-1.046291e+00
2.186850e-02,-1.650104e+00,-9.158895e+00,-1.045530e+00
2.187850e-02,-1.649235e+00,-9.253382e+00,-1.044708e+00
2.188850e-02,-1.648312e+00,-9.352499e+00,-1.043828e+00
2.189850e-02,-1.647339e+00,-9.455827e+00,-1.042893e+00
2.190850e-02,-1.646320e+00,-9.562932e+00,-1.041908e+00
2.191850e-02,-1.645258e+00,-9.673367e+00,-1.040876e+00
2.192850e-02,-1.644158e+00,-9.786671e+00,-1.039800e+00
2.193850e-02,-1.643025e+00,-9.902374e+00,-1.038686e+00
2.194850e-02,-1.641862e+00,-1.002000e+01,-1.037538e+00
2.195850e-02,-1.640675e+00,-1.013907e+01,-1.036360e+00
2.196850e-02,-1.639467e+00,-1.025910e+01,-1.035157e+00
2.197850e-02,-1.638245e+00,-1.037960e+01,-1.033933e+00
2.198850e-02,-1.637013e+00,-1.050009e+01,-1.032694e+00
2.199850e-02,-1.635775e+00,-1.062009e+01,-1.031444e+00
2.200850e-02,-1.634537e+00,-1.073914e+01,-1.030189e+00
2.201850e-02,-1.633304e+00,-1.085675e+01,-1.028933e+00
2.202850e-02,-1.632080e+00,-1.097249e+01,-1.027681e+00
2.203850e-02,-1.630870e+00,-1.108591e+01,-1.026438e+00
2.204850e-02,-1.629679e+00,-1.119658e+01,-1.025209e+00
2.205850e-02,-1.628512e+00,-1.130409e+01,-1.024000e+00
2.206850e-02,-1.627374e+00,-1.140804e+01,-1.022813e+00
2.207850e-02,-1.626269e+00,-1.150805e+01,-1.021656e+00
2.208850e-02,-1.625201e+00,-1.160375e+01,-1.020531e+00
2.209850e-02,-1.624175e+00,-1.169482e+01,-1.019443e+00
2.210850e-02,-1.623195e+00,-1.178093e+01,-1.018398e+00
2.211850e-02,-1.622264e+00,-1.186178e+01,-1.017398e+00
2.212850e-02,-1.621387e+00,-1.193709e+01,-1.016447e+00
2.213850e-02,-1.620567e+00,-1.200661e+01,-1.015551e+00
2.214850e-02,-1.619807e+00,-1.207011e+01,-1.014711e+00
2.215850e-02,-1.619110e+00,-1.212737e+01,-1.013931e+00
2.216850e-02,-1.618479e+00,-1.217821e+01,-1.013215e+00
2.217850e-02,-1.617917e+00,-1.222247e+01,-1.012566e+00
2.218850e-02,-1.617426e+00,-1.226000e+01,-1.011985e+00
2.219850e-02,-1.617007e+00,-1.229068e+01,-1.011475e+00
2.220850e-02,-1.616663e+00,-1.231442e+01,-1.011038e+00
2.221850e-02,-1.616396e+00,-1.233113e+01,-1.010676e+00
2.222850e-02,-1.616205e+00,-1.234077e+01,-1.010391e+00
2.223850e-02,-1.616092e+00,-1.234331e+01,-1.010182e+00
2.224850e-02,-1.616057e+00,-1.233874e+01,-1.010052e+00
2.225850e-02,-1.616101e+00,-1.232707e+01,-1.010001e+00
2.226850e-02,-1.616224e+00,-1.230834e+01,-1.010028e+00
2.227850e-02,-1.616424e+00,-1.228261e+01,-1.010135e+00
2.228850e-02,-1.616702e+00,-1.224996e+01,-1.010320e+00
2.229850e-02,-1.617056e+00,-1.221049e+01,-1.010582e+00
2.230850e-02,-1.617484e+00,-1.216434e+01,-1.010921e+00
2.231850e-02,-1.617986e+00,-1.211164e+01,-1.011336e+00
2.232850e-02,-1.618560e+00,-1.205258e+01,-1.011824e+00
2.233850e-02,-1.619202e+00,-1.198735e+01,-1.012384e+00
2.234850e-02,-1.619911e+00,-1.191617e+01,-1.013013e+00
2.235850e-02,-1.620684e+00,-1.183928e+01,-1.013709e+00
2.236850e-02,-1.621517e+00,-1.175695e+01,-1.014470e+00
2.237850e-02,-1.622408e+00,-1.166947e+01,-1.015292e+00
2.238850e-02,-1.623354e+00,-1.157715e+01,-1.016172e+00
2.239850e-02,-1.624349e+00,-1.148031e+01,-1.017107e+00
2.240850e-02,-1.625391e+00,-1.137932e+01,-1.018092e+00
2.241850e-02,-1.626476e+00,-1.127454e+01,-1.019124e+00
2.242850e-02,-1.627599e+00,-1.116637e+01,-1.020200e+00
2.243850e-02,-1.628755e+00,-1.105521e+01,-1.021314e+00
2.244850e-02,-1.629941e+00,-1.094149e+01,-1.022462e+00
2.245850e-02,-1.631151e+00,-1.082566e+01,-1.023640e+00
2.246850e-02,-1.632381e+00,-1.070817e+01,-1.024843e+00
2.247850e-02,-1.633626e+00,-1.058947e+01,-1.026067e+00
2.248850e-02,-1.634881e+00,-1.047006e+01,-1.027306e+00
2.249850e-02,-1.636142e+00,-1.035040e+01,-1.028556e+00
2.250850e-02,-1.637402e+00,-1.023098e+01,-1.029811e+00
2.251850e-02,-1.638659e+00,-1.011230e+01,-1.031067e+00
2.252850e-02,-1.639905e+00,-9.994845e+00,-1.032319e+00
2.253850e-02,-1.641137e+00,-9.879100e+00,-1.033562e+00
2.254850e-02,-1.642349e+00,-9.765550e+00,-1.034791e+00
2.255850e-02,-1.643538e+00,-9.654677e+00,-1.036000e+00
2.256850e-02,-1.644698e+00,-9.546945e+00,-1.037187e+00
2.257850e-02,-1.645824e+00,-9.442815e+00,-1.038344e+00
2.258850e-02,-1.646913e+00,-9.342728e+00,-1.039469e+00
2.259850e-02,-1.647960e+00,-9.247114e+00,-1.040557e+00
2.260850e-02,-1.648960e+00,-9.156382e+00,-1.041602e+00
2.261850e-02,-1.649911e+00,-9.070924e+00,-1.042602e+00
2.262850e-02,-1.650808e+00,-8.991108e+00,-1.043553e+00
2.263850e-02,-1.651648e+00,-8.917279e+00,-1.044449e+00
2.264850e-02,-1.652427e+00,-8.849757e+00,-1.045289e+00
2.265850e-02,-1.653143e+00,-8.788834e+00,-1.046069e+00
2.266850e-02,-1.653793e+00,-8.734776e+00,-1.046785e+00
2.267850e-02,-1.654374e+00,-8.687816e+00,-1.047434e+00
2.268850e-02,-1.654884e+00,-8.648160e+00,-1.048015e+00
2.269850e-02,-1.655321e+00,-8.615979e+00,-1.048525e+00
2.270850e-02,-1.655683e+00,-8.591415e+00,-1.048962e+00
2.271850e-02,-1.655969e+00,-8.574572e+00,-1.049324e+00
2.272850e-02,-1.656178e+00,-8.565526e+00,-1.049609e+00
2.273850e-02,-1.656309e+00,-8.564314e+00,-1.049818e+00
2.274850e-02,-1.656362e+00,-8.570942e+00,-1.049948e+00
2.275850e-02,-1.656336e+00,-8.585381e+00,-1.049999e+00
2.276850e-02,-1.656232e+00,-8.607569e+00,-1.049972e+00
2.277850e-02,-1.656050e+00,-8.637408e+00,-1.049865e+00
2.278850e-02,-1.655790e+00,-8.674769e+00,-1.049680e+00
2.279850e-02,-1.655455e+00,-8.719489e+00,-1.049418e+00
2.280850e-02,-1.655045e+00,-8.771376e+00,-1.049079e+00
2.281850e-02,-1.654561e+00,-8.830205e+00,-1.048664e+00
2.282850e-02,-1.654007e+00,-8.895722e+00,-1.048176e+00
2.283850e-02,-1.653384e+00,-8.967645e+00,-1.047616e+00
2.284850e-02,-1.652694e+00,-9.045665e+00,-1.046987e+00
2.285850e-02,-1.651940e+00,-9.129447e+00,-1.046291e+00
2.286850e-02,-1.651126e+00,-9.218634e+00,-1.045530e+00
2.287850e-02,-1.650255e+00,-9.312846e+00,-1.044708e+00
2.288850e-02,-1.649330e+00,-9.411682e+00,-1.043828e+00
2.289850e-02,-1.648354e+00,-9.514726e+00,-1.042893e+00
2.290850e-02,-1.647332e+00,-9.621542e+00,-1.041908e+00
2.291850e-02,-1.646268e+00,-9.731682e+00,-1.040876e+00
2.292850e-02,-1.645165e+00,-9.844689e+00,-1.039800e+00
2.293850e-02,-1.644029e+00,-9.960091e+00,-1.038686e+00
2.294850e-02,-1.642864e+00,-1.007741e+01,-1.037538e+00
2.295850e-02,-1.641674e+00,-1.019617e+01,-1.036360e+00
2.296850e-02,-1.640464e+00,-1.031589e+01,-1.035157e+00
2.297850e-02,-1.639240e+00,-1.043608e+01,-1.033933e+00
2.298850e-02,-1.638005e+00,-1.055626e+01,-1.032694e+00
2.299850e-02,-1.636765e+00,-1.067595e+01,-1.031444e+00
2.300850e-02,-1.635524e+00,-1.079469e+01,-1.030189e+00
2.301850e-02,-1.634288e+00,-1.091199e+01,-1.028933e+00
2.302850e-02,-1.633061e+00,-1.102742e+01,-1.027681e+00
2.303850e-02,-1.631849e+00,-1.114054e+01,-1.026438e+00
2.304850e-02,-1.630656e+00,-1.125090e+01,-1.025209e+00
2.305850e-02,-1.629487e+00,-1.135811e+01,-1.024000e+00
2.306850e-02,-1.628346e+00,-1.146176e+01,-1.022813e+00
2.307850e-02,-1.627238e+00,-1.156148e+01,-1.021656e+00
2.308850e-02,-1.626168e+00,-1.165691e+01,-1.020531e+00
2.309850e-02,-1.625139e+00,-1.174770e+01,-1.019443e+00
2.310850e-02,-1.624156e+00,-1.183354e+01,-1.018398e+00
2.311850e-02,-1.623223e+00,-1.191413e+01,-1.017398e+00
2.312850e-02,-1.622343e+00,-1.198919e+01,-1.016447e+00
2.313850e-02,-1.621521e+00,-1.205847e+01,-1.015551e+00
2.314850e-02,-1.620758e+00,-1.212175e+01,-1.014711e+00
2.315850e-02,-1.620059e+00,-1.217879e+01,-1.013931e+00
2.316850e-02,-1.619426e+00,-1.222943e+01,-1.013215e+00
2.317850e-02,-1.618861e+00,-1.227350e+01,-1.012566e+00
2.318850e-02,-1.618367e+00,-1.231085e+01,-1.011985e+00
2.319850e-02,-1.617946e+00,-1.234137e+01,-1.011475e+00
2.320850e-02,-1.617600e+00,-1.236495e+01,-1.011038e+00
2.321850e-02,-1.617329e+00,-1.238153e+01,-1.010676e+00
2.322850e-02,-1.617136e+00,-1.239105e+01,-1.010391e+00
2.323850e-02,-1.617021e+00,-1.239349e+01,-1.010182e+00
2.324850e-02,-1.616984e+00,-1.238882e+01,-1.010052e+00
2.325850e-02,-1.617025e+00,-1.237707e+01,-1.010001e+00
2.326850e-02,-1.617145e+00,-1.235827e+01,-1.010028e+00
2.327850e-02,-1.617343e+00,-1.233249e+01,-1.010135e+00
2.328850e-02,-1.617619e+00,-1.229979e+01,-1.010320e+00
2.329850e-02,-1.617970e+00,-1.226030e+01,-1.010582e+00
2.330850e-02,-1.618396e+00,-1.221412e+01,-1.010921e+00
2.331850e-02,-1.618896e+00,-1.216142e+01,-1.011336e+00
2.332850e-02,-1.619467e+00,-1.210236e+01,-1.011824e+00
2.333850e-02,-1.620107e+00,-1.203713e+01,-1.012384e+00
2.334850e-02,-1.620814e+00,-1.196597e+01,-1.013013e+00
2.335850e-02,-1.621584e+00,-1.188911e+01,-1.013709e+00
2.336850e-02,-1.622415e+00,-1.180681e+01,-1.014470e+00
2.337850e-02,-1.623304e+00,-1.171936e+01,-1.015292e+00
2.338850e-02,-1.624247e+00,-1.162707e+01,-1.016172e+00
