Time,main.plant_node,main.setpoint,main.out
4.474000e-02,3.207417e+00,3.300000e+00,-1.809542e-01
4.475000e-02,3.391431e+00,3.300000e+00,1.874060e-01
4.476000e-02,3.207564e+00,3.300000e+00,-1.806597e-01
4.477000e-02,3.391285e+00,3.300000e+00,1.871118e-01
4.478000e-02,3.207711e+00,3.300000e+00,-1.803658e-01
4.479000e-02,3.391138e+00,3.300000e+00,1.868181e-01
4.480000e-02,3.207858e+00,3.300000e+00,-1.800723e-01
4.481000e-02,3.390992e+00,3.300000e+00,1.865249e-01
4.482000e-02,3.208005e+00,3.300000e+00,-1.797793e-01
4.483000e-02,3.390846e+00,3.300000e+00,1.862321e-01
4.484000e-02,3.208151e+00,3.300000e+00,-1.794867e-01
4.485000e-02,3.390700e+00,3.300000e+00,1.859398e-01
4.486000e-02,3.208297e+00,3.300000e+00,-1.791947e-01
4.487000e-02,3.390554e+00,3.300000e+00,1.856479e-01
4.488000e-02,3.208443e+00,3.300000e+00,-1.789031e-01
4.489000e-02,3.390409e+00,3.300000e+00,1.853566e-01
4.490000e-02,3.208589e+00,3.300000e+00,-1.786119e-01
4.491000e-02,3.390264e+00,3.300000e+00,1.850657e-01
4.492000e-02,3.208734e+00,3.300000e+00,-1.783212e-01
4.493000e-02,3.390119e+00,3.300000e+00,1.847752e-01
4.494000e-02,3.208879e+00,3.300000e+00,-1.780310e-01
4.495000e-02,3.389974e+00,3.300000e+00,1.844852e-01
4.496000e-02,3.209024e+00,3.300000e+00,-1.777413e-01
4.497000e-02,3.389830e+00,3.300000e+00,1.841957e-01
4.498000e-02,3.209169e+00,3.300000e+00,-1.774520e-01
4.499000e-02,3.389686e+00,3.300000e+00,1.839066e-01
4.500000e-02,3.209313e+00,3.300000e+00,-1.771631e-01
4.501000e-02,3.389542e+00,3.300000e+00,1.836180e-01
4.502000e-02,3.209458e+00,3.300000e+00,-1.768748e-01
4.503000e-02,3.389398e+00,3.300000e+00,1.833299e-01
4.504000e-02,3.209602e+00,3.300000e+00,-1.765869e-01
4.505000e-02,3.389255e+00,3.300000e+00,1.830422e-01
4.506000e-02,3.209746e+00,3.300000e+00,-1.762994e-01
4.507000e-02,3.389111e+00,3.300000e+00,1.827550e-01
4.508000e-02,3.209889e+00,3.300000e+00,-1.760124e-01
4.509000e-02,3.388968e+00,3.300000e+00,1.824683e-01
4.510000e-02,3.210032e+00,3.300000e+00,-1.757259e-01
4.511000e-02,3.388826e+00,3.300000e+00,1.821820e-01
4.512000e-02,3.210176e+00,3.300000e+00,-1.754399e-01
