Time,main.ac_in1,main.ac_in2,main.dc_out
1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
2.200000e-05,3.997632e-02,-3.542178e-02,3.071819e-08
3.400000e-05,8.939263e-02,-7.648214e-02,1.500622e-07
4.840000e-05,1.377919e-01,-1.185572e-01,4.804233e-07
6.568000e-05,1.902745e-01,-1.746389e-01,1.500089e-06
8.296000e-05,2.510445e-01,-2.441359e-01,4.876230e-06
1.002400e-04,3.139171e-01,-3.115158e-01,1.623245e-05
1.175200e-04,3.782569e-01,-3.774100e-01,5.549911e-05
1.348000e-04,4.431667e-01,-4.427119e-01,1.928572e-04
1.520800e-04,5.084121e-01,-5.076522e-01,6.739779e-04
1.693600e-04,5.744784e-01,-5.717416e-01,2.341514e-03
1.900960e-04,6.424921e-01,-6.338498e-01,8.632765e-03
2.108320e-04,7.320221e-01,-7.004162e-01,3.160297e-02
2.315680e-04,8.391948e-01,-7.492789e-01,8.992316e-02
2.523040e-04,9.670137e-01,-7.774281e-01,1.895849e-01
2.730400e-04,1.109729e+00,-7.906067e-01,3.191219e-01
2.979232e-04,1.264665e+00,-7.914844e-01,4.731801e-01
3.228064e-04,1.446700e+00,-7.963094e-01,6.503905e-01
3.476896e-04,1.632232e+00,-7.975013e-01,8.347298e-01
3.775494e-04,1.823418e+00,-7.928901e-01,1.030527e+00
4.074093e-04,2.043311e+00,-7.966744e-01,1.246636e+00
4.372691e-04,2.265790e+00,-7.976240e-01,1.468165e+00
4.731009e-04,2.493938e+00,-7.926341e-01,1.701303e+00
5.089327e-04,2.756848e+00,-7.971298e-01,1.959718e+00
5.447645e-04,3.022867e+00,-7.980671e-01,2.224799e+00
5.877627e-04,3.294815e+00,-7.925907e-01,2.502224e+00
6.307609e-04,3.608794e+00,-7.976921e-01,2.811101e+00
6.737591e-04,3.926268e+00,-7.984935e-01,3.127774e+00
7.253569e-04,4.249645e+00,-7.925303e-01,3.457114e+00
7.872742e-04,4.629753e+00,-7.920989e-01,3.837653e+00
8.491916e-04,5.076386e+00,-7.991880e-01,4.277198e+00
9.234924e-04,5.534277e+00,-7.927962e-01,4.741481e+00
9.977933e-04,6.066424e+00,-7.992743e-01,5.267149e+00
1.072094e-03,6.601453e+00,-7.991290e-01,5.802323e+00
1.146395e-03,7.132952e+00,-7.984815e-01,6.334470e+00
1.235556e-03,7.666285e+00,-7.916784e-01,6.874606e+00
1.335556e-03,8.288803e+00,-7.948893e-01,7.493913e+00
1.435556e-03,8.977414e+00,-7.995718e-01,8.177842e+00
1.535556e-03,9.662163e+00,-7.984687e-01,8.863693e+00
1.635556e-03,1.033637e+01,-7.975848e-01,9.538783e+00
1.735556e-03,1.099914e+01,-7.971437e-01,1.020200e+01
1.835556e-03,1.165020e+01,-7.967749e-01,1.085343e+01
1.935556e-03,1.228904e+01,-7.963502e-01,1.149269e+01
2.035556e-03,1.291503e+01,-7.958580e-01,1.211917e+01
2.135556e-03,1.352754e+01,-7.953037e-01,1.273224e+01
2.235556e-03,1.412599e+01,-7.946890e-01,1.333130e+01
2.335556e-03,1.470977e+01,-7.940130e-01,1.391575e+01
2.435556e-03,1.527831e+01,-7.932741e-01,1.448504e+01
2.535556e-03,1.583106e+01,-7.924706e-01,1.503859e+01
2.635556e-03,1.636746e+01,-7.916008e-01,1.557586e+01
2.735556e-03,1.688701e+01,-7.906625e-01,1.609634e+01
2.835556e-03,1.738917e+01,-7.896536e-01,1.659952e+01
2.935556e-03,1.787347e+01,-7.885715e-01,1.708490e+01
3.035556e-03,1.833943e+01,-7.874135e-01,1.755202e+01
3.135556e-03,1.878659e+01,-7.861763e-01,1.800042e+01
3.235556e-03,1.921452e+01,-7.848566e-01,1.842966e+01
3.335556e-03,1.962280e+01,-7.834503e-01,1.883935e+01
3.435556e-03,2.001103e+01,-7.819532e-01,1.922908e+01
3.535556e-03,2.037884e+01,-7.803602e-01,1.959848e+01
3.635556e-03,2.072586e+01,-7.786659e-01,1.994720e+01
3.735556e-03,2.105177e+01,-7.768640e-01,2.027491e+01
3.835556e-03,2.135626e+01,-7.749473e-01,2.058131e+01
3.935556e-03,2.163902e+01,-7.729080e-01,2.086611e+01
4.035556e-03,2.189980e+01,-7.707366e-01,2.112906e+01
4.135556e-03,2.213835e+01,-7.684227e-01,2.136993e+01
4.235556e-03,2.235445e+01,-7.659542e-01,2.158849e+01
4.335556e-03,2.254790e+01,-7.633167e-01,2.178458e+01
4.435556e-03,2.271853e+01,-7.604939e-01,2.195803e+01
4.535556e-03,2.286619e+01,-7.574640e-01,2.210873e+01
4.635556e-03,2.299077e+01,-7.542073e-01,2.223656e+01
4.735556e-03,2.309217e+01,-7.506956e-01,2.234147e+01
4.835556e-03,2.317033e+01,-7.468954e-01,2.242343e+01
4.935556e-03,2.322521e+01,-7.427661e-01,2.248245e+01
5.035556e-03,2.325682e+01,-7.382577e-01,2.251856e+01
5.135556e-03,2.326519e+01,-7.333079e-01,2.253189e+01
5.235556e-03,2.325040e+01,-7.278378e-01,2.252256e+01
5.335556e-03,2.321257e+01,-7.217460e-01,2.249082e+01
5.435556e-03,2.315187e+01,-7.149003e-01,2.243696e+01
5.535556e-03,2.306854e+01,-7.071250e-01,2.236142e+01
5.635556e-03,2.296292e+01,-6.981830e-01,2.226474e+01
5.735556e-03,2.283544e+01,-6.877463e-01,2.214769e+01
5.835556e-03,2.268670e+01,-6.753650e-01,2.201133e+01
5.935556e-03,2.251747e+01,-6.604080e-01,2.185705e+01
6.035556e-03,2.232882e+01,-6.420027e-01,2.168680e+01
6.135556e-03,2.212211e+01,-6.189829e-01,2.150311e+01
6.235556e-03,2.189902e+01,-5.898971e-01,2.130911e+01
6.335556e-03,2.166142e+01,-5.531388e-01,2.110824e+01
6.435556e-03,2.141107e+01,-5.072033e-01,2.090377e+01
6.535556e-03,2.114942e+01,-4.509336e-01,2.069826e+01
6.635556e-03,2.087755e+01,-3.835688e-01,2.049330e+01
6.735556e-03,2.059646e+01,-3.044434e-01,2.028976e+01
6.835556e-03,2.030843e+01,-2.116252e-01,2.008800e+01
6.935556e-03,2.002003e+01,-9.893317e-02,1.988816e+01
7.035556e-03,1.970547e+01,7.457133e-03,1.969028e+01
7.135556e-03,1.931656e+01,5.893353e-02,1.949436e+01
7.235556e-03,1.886831e+01,7.007743e-02,1.930038e+01
7.335556e-03,1.838768e+01,6.739417e-02,1.910833e+01
7.435556e-03,1.788806e+01,6.380054e-02,1.891820e+01
7.485556e-03,1.741900e+01,1.083544e-01,1.882407e+01
7.545556e-03,1.711639e+01,6.899093e-02,1.871783e+01
7.617556e-03,1.678068e+01,5.472785e-02,1.859317e+01
7.703956e-03,1.638476e+01,5.237403e-02,1.844537e+01
7.803956e-03,1.590414e+01,5.504579e-02,1.827427e+01
7.903956e-03,1.533855e+01,6.336980e-02,1.809660e+01
8.003956e-03,1.475049e+01,6.429592e-02,1.791792e+01
8.103956e-03,1.414686e+01,6.415327e-02,1.774009e+01
8.203956e-03,1.352978e+01,6.446223e-02,1.756372e+01
8.303956e-03,1.289982e+01,6.517159e-02,1.738901e+01
8.403956e-03,1.225738e+01,6.606521e-02,1.721599e+01
8.503956e-03,1.160299e+01,6.704535e-02,1.704469e+01
8.603956e-03,1.093728e+01,6.809523e-02,1.687509e+01
8.703956e-03,1.026093e+01,6.922528e-02,1.670717e+01
8.803956e-03,9.574620e+00,7.045187e-02,1.654093e+01
8.903956e-03,8.879044e+00,7.179402e-02,1.637634e+01
9.003956e-03,8.174916e+00,7.327590e-02,1.621338e+01
9.103956e-03,7.462964e+00,7.492946e-02,1.605205e+01
9.203956e-03,6.743937e+00,7.679825e-02,1.589233e+01
9.303956e-03,6.018606e+00,7.894285e-02,1.573419e+01
9.403956e-03,5.287775e+00,8.144972e-02,1.557762e+01
9.503956e-03,4.552296e+00,8.444679e-02,1.542262e+01
9.603956e-03,3.813097e+00,8.813235e-02,1.526916e+01
9.703956e-03,3.071237e+00,9.283331e-02,1.511722e+01
9.803956e-03,2.328039e+00,9.913607e-02,1.496680e+01
9.903956e-03,1.585432e+00,1.082289e-01,1.481787e+01
1.000396e-02,8.470843e-01,1.230390e-01,1.467042e+01
1.010396e-02,1.251894e-01,1.550165e-01,1.452444e+01
1.020396e-02,-1.909042e-01,5.927658e-01,1.437992e+01
1.030396e-02,-2.335359e-01,1.303204e+00,1.423683e+01
1.040396e-02,-2.534656e-01,2.034827e+00,1.409517e+01
1.050396e-02,-2.684811e-01,2.769106e+00,1.395491e+01
1.060396e-02,-2.802295e-01,3.503655e+00,1.381606e+01
1.070396e-02,-2.898870e-01,4.236560e+00,1.367858e+01
1.080396e-02,-2.979297e-01,4.966613e+00,1.354247e+01
1.090396e-02,-3.048629e-01,5.692580e+00,1.340772e+01
1.100396e-02,-3.109421e-01,6.413482e+00,1.327430e+01
1.110396e-02,-3.163085e-01,7.128461e+00,1.314222e+01
1.120396e-02,-3.211690e-01,7.836599e+00,1.301145e+01
1.130396e-02,-3.255703e-01,8.537145e+00,1.288198e+01
1.140396e-02,-3.295848e-01,9.229331e+00,1.275379e+01
1.150396e-02,-3.332711e-01,9.912412e+00,1.262689e+01
1.160396e-02,-3.366778e-01,1.058566e+01,1.250125e+01
1.170396e-02,-3.398553e-01,1.124836e+01,1.237685e+01
1.180396e-02,-3.428623e-01,1.189980e+01,1.225370e+01
1.190396e-02,-3.905818e-01,1.249444e+01,1.213189e+01
1.195396e-02,-6.932690e-01,1.282139e+01,1.212886e+01
1.200396e-02,-7.754536e-01,1.304906e+01,1.227379e+01
1.205396e-02,-7.968630e-01,1.333410e+01,1.253735e+01
1.211396e-02,-7.930116e-01,1.364091e+01,1.284802e+01
1.217396e-02,-7.963093e-01,1.399646e+01,1.320026e+01
1.223396e-02,-7.953982e-01,1.435096e+01,1.355568e+01
1.229396e-02,-7.943608e-01,1.470021e+01,1.390596e+01
1.236596e-02,-7.884648e-01,1.504881e+01,1.426047e+01
1.245236e-02,-7.881789e-01,1.545290e+01,1.466485e+01
1.253876e-02,-7.938775e-01,1.592078e+01,1.512702e+01
1.263876e-02,-7.881349e-01,1.638779e+01,1.559979e+01
1.273876e-02,-7.917535e-01,1.690223e+01,1.611060e+01
1.283876e-02,-7.903539e-01,1.740422e+01,1.661399e+01
1.293876e-02,-7.887848e-01,1.788842e+01,1.709977e+01
1.303876e-02,-7.874989e-01,1.835391e+01,1.756655e+01
1.313876e-02,-7.862605e-01,1.880046e+01,1.801434e+01
1.323876e-02,-7.849519e-01,1.922775e+01,1.844295e+01
1.333876e-02,-7.835505e-01,1.963539e+01,1.885199e+01
1.343876e-02,-7.820552e-01,2.002297e+01,1.924106e+01
1.353876e-02,-7.804638e-01,2.039011e+01,1.960980e+01
1.363876e-02,-7.787713e-01,2.073646e+01,1.995785e+01
1.373876e-02,-7.769716e-01,2.106168e+01,2.028488e+01
1.383876e-02,-7.750575e-01,2.136547e+01,2.059059e+01
1.393876e-02,-7.730210e-01,2.164753e+01,2.087469e+01
1.403876e-02,-7.708530e-01,2.190759e+01,2.113693e+01
1.413876e-02,-7.685429e-01,2.214542e+01,2.137707e+01
1.423876e-02,-7.660786e-01,2.236078e+01,2.159491e+01
1.433876e-02,-7.634460e-01,2.255350e+01,2.179027e+01
1.443876e-02,-7.606288e-01,2.272338e+01,2.196298e+01
1.453876e-02,-7.576054e-01,2.287030e+01,2.211293e+01
1.463876e-02,-7.543562e-01,2.299412e+01,2.224002e+01
1.473876e-02,-7.508532e-01,2.309476e+01,2.234418e+01
1.483876e-02,-7.470633e-01,2.317215e+01,2.242539e+01
1.493876e-02,-7.429461e-01,2.322627e+01,2.248364e+01
1.503876e-02,-7.384522e-01,2.325711e+01,2.251900e+01
1.513876e-02,-7.335199e-01,2.326470e+01,2.253157e+01
1.523876e-02,-7.280714e-01,2.324913e+01,2.252149e+01
1.533876e-02,-7.220066e-01,2.321051e+01,2.248899e+01
1.543876e-02,-7.151954e-01,2.314902e+01,2.243437e+01
1.553876e-02,-7.074652e-01,2.306490e+01,2.235807e+01
1.563876e-02,-6.985842e-01,2.295847e+01,2.226064e+01
1.573876e-02,-6.882336e-01,2.283016e+01,2.214285e+01
1.583876e-02,-6.759791e-01,2.268054e+01,2.200573e+01
1.593876e-02,-6.612209e-01,2.251038e+01,2.185072e+01
1.603876e-02,-6.431511e-01,2.232067e+01,2.167973e+01
1.613876e-02,-6.207528e-01,2.211262e+01,2.149530e+01
1.623876e-02,-5.929521e-01,2.188753e+01,2.130056e+01
1.633876e-02,-5.592705e-01,2.164614e+01,2.109899e+01
1.643876e-02,-5.218577e-01,2.138657e+01,2.089388e+01
1.653876e-02,-4.911699e-01,2.109865e+01,2.068787e+01
1.663876e-02,-4.800829e-01,2.076983e+01,2.048268e+01
1.673876e-02,-4.787897e-01,2.041024e+01,2.027910e+01
1.683876e-02,-4.786182e-01,2.002891e+01,2.007739e+01
1.693876e-02,-4.784933e-01,1.962730e+01,1.987763e+01
1.703876e-02,-4.783628e-01,1.920586e+01,1.967985e+01
1.713876e-02,-4.782259e-01,1.876499e+01,1.948403e+01
1.723876e-02,-4.780826e-01,1.830514e+01,1.929015e+01
1.733876e-02,-4.779330e-01,1.782676e+01,1.909820e+01
1.743876e-02,-4.777773e-01,1.733031e+01,1.890817e+01
1.753876e-02,-4.776155e-01,1.681631e+01,1.872002e+01
1.763876e-02,-4.774478e-01,1.628524e+01,1.853375e+01
1.773876e-02,-4.772743e-01,1.573763e+01,1.834933e+01
1.783876e-02,-4.770950e-01,1.517403e+01,1.816674e+01
1.793876e-02,-4.769102e-01,1.459498e+01,1.798597e+01
1.803876e-02,-4.767199e-01,1.400107e+01,1.780700e+01
1.813876e-02,-4.765243e-01,1.339288e+01,1.762981e+01
1.823876e-02,-4.763235e-01,1.277100e+01,1.745439e+01
1.833876e-02,-4.761176e-01,1.213605e+01,1.728071e+01
1.843876e-02,-4.759069e-01,1.148867e+01,1.710875e+01
1.853876e-02,-4.756914e-01,1.082948e+01,1.693851e+01
1.863876e-02,-4.754712e-01,1.015914e+01,1.676996e+01
1.873876e-02,-4.752466e-01,9.478303e+00,1.660309e+01
1.883876e-02,-4.750178e-01,8.787652e+00,1.643789e+01
1.893876e-02,-4.747848e-01,8.087864e+00,1.627432e+01
1.903876e-02,-4.745478e-01,7.379629e+00,1.611238e+01
1.913876e-02,-4.743070e-01,6.663647e+00,1.595205e+01
1.923876e-02,-4.740627e-01,5.940624e+00,1.579332e+01
1.933876e-02,-4.738148e-01,5.211275e+00,1.563617e+01
1.943876e-02,-4.735636e-01,4.476318e+00,1.548058e+01
1.953876e-02,-4.733093e-01,3.736479e+00,1.532654e+01
1.963876e-02,-4.730518e-01,2.992489e+00,1.517404e+01
1.973876e-02,-4.727910e-01,2.245082e+00,1.502305e+01
1.983876e-02,-4.725267e-01,1.494997e+00,1.487356e+01
1.993876e-02,-4.722573e-01,7.429744e-01,1.472556e+01
2.003876e-02,-4.719677e-01,-1.022683e-02,1.457903e+01
2.013876e-02,-1.797562e-01,-4.719618e-01,1.443396e+01
2.023876e-02,5.738824e-01,-4.719814e-01,1.429034e+01
2.033876e-02,1.326569e+00,-4.719212e-01,1.414814e+01
2.043876e-02,2.077428e+00,-4.719132e-01,1.400736e+01
2.053876e-02,2.825764e+00,-4.719120e-01,1.386798e+01
2.063876e-02,3.570846e+00,-4.719106e-01,1.372999e+01
2.073876e-02,4.311939e+00,-4.719094e-01,1.359337e+01
2.083876e-02,5.048310e+00,-4.719086e-01,1.345811e+01
2.093876e-02,5.779232e+00,-4.719081e-01,1.332419e+01
2.103876e-02,6.503986e+00,-4.719079e-01,1.319161e+01
2.113876e-02,7.221854e+00,-4.719079e-01,1.306035e+01
2.123876e-02,7.932130e+00,-4.719082e-01,1.293039e+01
2.133876e-02,8.634112e+00,-4.719089e-01,1.280173e+01
2.143876e-02,9.327106e+00,-4.719100e-01,1.267434e+01
2.153876e-02,1.001043e+01,-4.719118e-01,1.254823e+01
2.163876e-02,1.068341e+01,-4.719147e-01,1.242337e+01
2.173876e-02,1.134537e+01,-4.719201e-01,1.229975e+01
2.183876e-02,1.199567e+01,-4.719333e-01,1.217736e+01
2.193876e-02,1.257263e+01,-5.329794e-01,1.205856e+01
2.203876e-02,1.297031e+01,-7.603716e-01,1.221016e+01
2.213876e-02,1.354066e+01,-8.015350e-01,1.273923e+01
2.223876e-02,1.414048e+01,-7.990883e-01,1.334149e+01
2.233876e-02,1.472723e+01,-7.949628e-01,1.393237e+01
2.243876e-02,1.529620e+01,-7.932905e-01,1.450303e+01
2.253876e-02,1.584845e+01,-7.924670e-01,1.505610e+01
2.263876e-02,1.638426e+01,-7.916641e-01,1.559271e+01
2.273876e-02,1.690323e+01,-7.907485e-01,1.611260e+01
2.283876e-02,1.740483e+01,-7.897414e-01,1.661521e+01
2.293876e-02,1.788855e+01,-7.886580e-01,1.710001e+01
2.303876e-02,1.835391e+01,-7.874994e-01,1.756653e+01
2.313876e-02,1.880046e+01,-7.862623e-01,1.801432e+01
2.323876e-02,1.922776e+01,-7.849429e-01,1.844295e+01
2.333876e-02,1.963540e+01,-7.835371e-01,1.885200e+01
2.343876e-02,2.002298e+01,-7.820406e-01,1.924108e+01
2.353876e-02,2.039012e+01,-7.804484e-01,1.960982e+01
2.363876e-02,2.073648e+01,-7.787551e-01,1.995786e+01
2.373876e-02,2.106170e+01,-7.769544e-01,2.028490e+01
2.383876e-02,2.136549e+01,-7.750392e-01,2.059060e+01
2.393876e-02,2.164755e+01,-7.730015e-01,2.087471e+01
2.403876e-02,2.190761e+01,-7.708322e-01,2.113695e+01
2.413876e-02,2.214544e+01,-7.685207e-01,2.137709e+01
2.423876e-02,2.236081e+01,-7.660549e-01,2.159494e+01
2.433876e-02,2.255352e+01,-7.634207e-01,2.179029e+01
2.443876e-02,2.272341e+01,-7.606017e-01,2.196301e+01
2.453876e-02,2.287032e+01,-7.575762e-01,2.211296e+01
2.463876e-02,2.299415e+01,-7.543248e-01,2.224005e+01
2.473876e-02,2.309479e+01,-7.508193e-01,2.234421e+01
2.483876e-02,2.317219e+01,-7.470264e-01,2.242542e+01
2.493876e-02,2.322631e+01,-7.429059e-01,2.248368e+01
2.503876e-02,2.325715e+01,-7.384081e-01,2.251905e+01
2.513876e-02,2.326475e+01,-7.334712e-01,2.253161e+01
2.523876e-02,2.324918e+01,-7.280172e-01,2.252154e+01
2.533876e-02,2.321057e+01,-7.219457e-01,2.248904e+01
2.543876e-02,2.314909e+01,-7.151260e-01,2.243444e+01
2.553876e-02,2.306498e+01,-7.073853e-01,2.235814e+01
2.563876e-02,2.295856e+01,-6.984904e-01,2.226072e+01
2.573876e-02,2.283027e+01,-6.881210e-01,2.214295e+01
2.583876e-02,2.268068e+01,-6.758402e-01,2.200585e+01
2.593876e-02,2.251056e+01,-6.610433e-01,2.185086e+01
2.603876e-02,2.232090e+01,-6.429130e-01,2.167991e+01
2.613876e-02,2.211296e+01,-6.204123e-01,2.149553e+01
2.623876e-02,2.188806e+01,-5.924193e-01,2.130085e+01
2.633876e-02,2.164715e+01,-5.582647e-01,2.109935e+01
2.643876e-02,2.138867e+01,-5.197589e-01,2.089430e+01
2.653876e-02,2.110319e+01,-4.866362e-01,2.068833e+01
2.663876e-02,2.077653e+01,-4.733868e-01,2.048315e+01
2.673876e-02,2.041711e+01,-4.719171e-01,2.027957e+01
2.683876e-02,2.003568e+01,-4.718514e-01,2.007786e+01
2.693876e-02,1.963395e+01,-4.718504e-01,1.987810e+01
2.703876e-02,1.921237e+01,-4.718505e-01,1.968031e+01
2.713876e-02,1.877136e+01,-4.718504e-01,1.948448e+01
2.723876e-02,1.831137e+01,-4.718503e-01,1.929060e+01
2.733876e-02,1.783284e+01,-4.718502e-01,1.909865e+01
2.743876e-02,1.733624e+01,-4.718500e-01,1.890861e+01
2.753876e-02,1.682207e+01,-4.718497e-01,1.872046e+01
2.763876e-02,1.629083e+01,-4.718494e-01,1.853418e+01
2.773876e-02,1.574305e+01,-4.718491e-01,1.834976e+01
2.783876e-02,1.517927e+01,-4.718488e-01,1.816717e+01
2.793876e-02,1.460005e+01,-4.718484e-01,1.798639e+01
2.803876e-02,1.400594e+01,-4.718481e-01,1.780742e+01
2.813876e-02,1.339755e+01,-4.718477e-01,1.763023e+01
2.823876e-02,1.277548e+01,-4.718473e-01,1.745480e+01
2.833876e-02,1.214033e+01,-4.718469e-01,1.728111e+01
2.843876e-02,1.149273e+01,-4.718465e-01,1.710916e+01
2.853876e-02,1.083332e+01,-4.718460e-01,1.693891e+01
2.863876e-02,1.016276e+01,-4.718456e-01,1.677036e+01
2.873876e-02,9.481705e+00,-4.718450e-01,1.660349e+01
2.883876e-02,8.790825e+00,-4.718445e-01,1.643827e+01
2.893876e-02,8.090805e+00,-4.718439e-01,1.627470e+01
2.903876e-02,7.382334e+00,-4.718432e-01,1.611276e+01
2.913876e-02,6.666112e+00,-4.718424e-01,1.595243e+01
2.923876e-02,5.942845e+00,-4.718415e-01,1.579369e+01
2.933876e-02,5.213249e+00,-4.718405e-01,1.563654e+01
2.943876e-02,4.478042e+00,-4.718393e-01,1.548095e+01
2.953876e-02,3.737951e+00,-4.718377e-01,1.532690e+01
2.963876e-02,2.993705e+00,-4.718357e-01,1.517439e+01
2.973876e-02,2.246040e+00,-4.718330e-01,1.502340e+01
2.983876e-02,1.495694e+00,-4.718289e-01,1.487391e+01
2.993876e-02,7.434099e-01,-4.718218e-01,1.472590e+01
3.003876e-02,-1.005540e-02,-4.717963e-01,1.457937e+01
3.013876e-02,-4.718095e-01,-1.796038e-01,1.443430e+01
3.023876e-02,-4.723292e-01,5.735347e-01,1.429067e+01
3.033876e-02,-4.725319e-01,1.325958e+00,1.414847e+01
3.043876e-02,-4.727846e-01,2.076556e+00,1.400769e+01
3.053876e-02,-4.730418e-01,2.824634e+00,1.386831e+01
3.063876e-02,-4.732965e-01,3.569461e+00,1.373031e+01
3.073876e-02,-4.735488e-01,4.310299e+00,1.359369e+01
3.083876e-02,-4.737986e-01,5.046420e+00,1.345842e+01
3.093876e-02,-4.740457e-01,5.777095e+00,1.332451e+01
3.103876e-02,-4.742899e-01,6.501604e+00,1.319192e+01
3.113876e-02,-4.745308e-01,7.219231e+00,1.306066e+01
3.123876e-02,-4.747684e-01,7.929270e+00,1.293070e+01
3.133876e-02,-4.750024e-01,8.631018e+00,1.280203e+01
3.143876e-02,-4.752329e-01,9.323783e+00,1.267464e+01
3.153876e-02,-4.754598e-01,1.000688e+01,1.254852e+01
3.163876e-02,-4.756835e-01,1.067964e+01,1.242366e+01
3.173876e-02,-4.759048e-01,1.134139e+01,1.230004e+01
3.183876e-02,-4.761285e-01,1.199147e+01,1.217765e+01
3.193876e-02,-5.337124e-01,1.257189e+01,1.205880e+01
3.203876e-02,-7.606335e-01,1.297005e+01,1.220995e+01
3.213876e-02,-8.015635e-01,1.354064e+01,1.273917e+01
3.223876e-02,-7.990960e-01,1.414047e+01,1.334148e+01
3.233876e-02,-7.949682e-01,1.472722e+01,1.393237e+01
3.243876e-02,-7.932972e-01,1.529620e+01,1.450302e+01
3.253876e-02,-7.924748e-01,1.584845e+01,1.505609e+01
3.263876e-02,-7.916726e-01,1.638425e+01,1.559270e+01
3.273876e-02,-7.907576e-01,1.690322e+01,1.611259e+01
3.283876e-02,-7.897511e-01,1.740482e+01,1.661520e+01
3.293876e-02,-7.886684e-01,1.788854e+01,1.710000e+01
3.303876e-02,-7.875105e-01,1.835390e+01,1.756652e+01
3.313876e-02,-7.862742e-01,1.880045e+01,1.801431e+01
3.323876e-02,-7.849556e-01,1.922775e+01,1.844294e+01
3.333876e-02,-7.835506e-01,1.963539e+01,1.885199e+01
3.343876e-02,-7.820549e-01,2.002297e+01,1.924106e+01
3.353876e-02,-7.804637e-01,2.039011e+01,1.960980e+01
3.363876e-02,-7.787713e-01,2.073646e+01,1.995785e+01
3.373876e-02,-7.769716e-01,2.106168e+01,2.028488e+01
3.383876e-02,-7.750575e-01,2.136547e+01,2.059059e+01
3.393876e-02,-7.730210e-01,2.164753e+01,2.087469e+01
3.403876e-02,-7.708530e-01,2.190759e+01,2.113693e+01
3.413876e-02,-7.685429e-01,2.214542e+01,2.137707e+01
3.423876e-02,-7.660786e-01,2.236078e+01,2.159491e+01
3.433876e-02,-7.634460e-01,2.255350e+01,2.179027e+01
3.443876e-02,-7.606288e-01,2.272338e+01,2.196298e+01
3.453876e-02,-7.576054e-01,2.287030e+01,2.211293e+01
3.463876e-02,-7.543562e-01,2.299412e+01,2.224002e+01
3.473876e-02,-7.508532e-01,2.309476e+01,2.234418e+01
3.483876e-02,-7.470633e-01,2.317215e+01,2.242539e+01
3.493876e-02,-7.429461e-01,2.322627e+01,2.248364e+01
3.503876e-02,-7.384522e-01,2.325711e+01,2.251900e+01
3.513876e-02,-7.335199e-01,2.326470e+01,2.253157e+01
3.523876e-02,-7.280714e-01,2.324913e+01,2.252149e+01
3.533876e-02,-7.220066e-01,2.321051e+01,2.248899e+01
3.543876e-02,-7.151954e-01,2.314902e+01,2.243437e+01
3.553876e-02,-7.074652e-01,2.306490e+01,2.235807e+01
3.563876e-02,-6.985842e-01,2.295847e+01,2.226064e+01
3.573876e-02,-6.882336e-01,2.283016e+01,2.214285e+01
3.583876e-02,-6.759791e-01,2.268054e+01,2.200573e+01
3.593876e-02,-6.612209e-01,2.251038e+01,2.185072e+01
3.603876e-02,-6.431511e-01,2.232067e+01,2.167973e+01
3.613876e-02,-6.207528e-01,2.211262e+01,2.149530e+01
3.623876e-02,-5.929521e-01,2.188753e+01,2.130056e+01
3.633876e-02,-5.592705e-01,2.164614e+01,2.109899e+01
3.643876e-02,-5.218577e-01,2.138657e+01,2.089388e+01
3.653876e-02,-4.911699e-01,2.109865e+01,2.068787e+01
3.663876e-02,-4.800829e-01,2.076983e+01,2.048268e+01
3.673876e-02,-4.787897e-01,2.041024e+01,2.027910e+01
3.683876e-02,-4.786182e-01,2.002891e+01,2.007739e+01
3.693876e-02,-4.784933e-01,1.962730e+01,1.987763e+01
3.703876e-02,-4.783628e-01,1.920586e+01,1.967985e+01
3.713876e-02,-4.782259e-01,1.876499e+01,1.948403e+01
3.723876e-02,-4.780826e-01,1.830514e+01,1.929015e+01
3.733876e-02,-4.779330e-01,1.782676e+01,1.909820e+01
3.743876e-02,-4.777773e-01,1.733031e+01,1.890817e+01
3.753876e-02,-4.776155e-01,1.681631e+01,1.872002e+01
3.763876e-02,-4.774478e-01,1.628524e+01,1.853375e+01
3.773876e-02,-4.772743e-01,1.573763e+01,1.834933e+01
3.783876e-02,-4.770950e-01,1.517403e+01,1.816674e+01
3.793876e-02,-4.769102e-01,1.459498e+01,1.798597e+01
3.803876e-02,-4.767199e-01,1.400107e+01,1.780700e+01
3.813876e-02,-4.765243e-01,1.339288e+01,1.762981e+01
3.823876e-02,-4.763235e-01,1.277100e+01,1.745439e+01
3.833876e-02,-4.761176e-01,1.213605e+01,1.728071e+01
3.843876e-02,-4.759069e-01,1.148867e+01,1.710875e+01
3.853876e-02,-4.756914e-01,1.082948e+01,1.693851e+01
3.863876e-02,-4.754712e-01,1.015914e+01,1.676996e+01
3.873876e-02,-4.752466e-01,9.478303e+00,1.660309e+01
3.883876e-02,-4.750178e-01,8.787652e+00,1.643789e+01
3.893876e-02,-4.747848e-01,8.087864e+00,1.627432e+01
3.903876e-02,-4.745478e-01,7.379629e+00,1.611238e+01
3.913876e-02,-4.743070e-01,6.663647e+00,1.595205e+01
3.923876e-02,-4.740627e-01,5.940624e+00,1.579332e+01
3.933876e-02,-4.738148e-01,5.211275e+00,1.563617e+01
3.943876e-02,-4.735636e-01,4.476318e+00,1.548058e+01
3.953876e-02,-4.733093e-01,3.736479e+00,1.532654e+01
